+01273, -00267, +18203, +00663, -00118, -00306;
+01442, -00301, +17898, +00647, -00668, -00160;
+01387, -00108, +17604, +00361, -00922, +00466;
+01547, +00056, +17578, -00004, -00898, +01107;
+01529, +00178, +18029, -00178, -00448, +01375;
+01303, +00460, +18528, -00168, +00122, +01050;
+00947, +00183, +18735, -00288, +00179, +00362;
+00814, -00430, +18492, -00261, -00160, -00180;
+01070, -00835, +18047, -00225, -00476, -00484;
+00948, -00929, +17783, -00435, -00809, -00465;
+00626, -00549, +17736, -00092, -00947, -00469;
+00597, -00626, +17805, -00061, -01038, +00194;
+00492, -00185, +17691, -00293, -01090, +00981;
+00276, +00495, +18002, -00592, -00974, +01326;
+00446, +00338, +18312, -00784, -00661, +01355;
+00633, -00068, +18516, -01001, -00051, +01075;
+00296, -00380, +18775, -01378, +00695, +00597;
-00063, -00799, +18971, -01771, +01368, -00193;
-00599, -01221, +19266, -01490, +01337, -01194;
-01019, -01830, +19231, -01420, +00914, -01969;
-00727, -01731, +18814, -01146, +00259, -02391;
-00581, -01520, +18528, -01027, -00302, -02428;
-00433, -01267, +18252, -00785, -00578, -02188;
-00338, -00785, +18468, -00587, -00368, -01990;
-00380, -00752, +19017, -00285, -00162, -01691;
-00647, -00786, +19574, -00283, -00173, -01678;
-00842, -00744, +19741, -00282, -00171, -01806;
-00735, -01035, +19801, -00290, +00015, -02166;
-00857, -01478, +19997, -00250, +00197, -02698;
-01181, -01736, +20201, -00002, +00299, -03631;
-01390, -02209, +20405, +00305, +00177, -04362;
-01417, -02383, +20323, +00926, -00319, -04776;
-01337, -02430, +20383, +01644, -00849, -05361;
-00933, -01979, +20228, +01924, -01251, -05275;
-00386, -01775, +20120, +01966, -01320, -05245;
-00442, -01598, +20415, +02174, -01420, -05182;
-00276, -01429, +20615, +02261, -01592, -05174;
+00064, -01288, +20664, +02539, -01596, -05268;
+00406, -01540, +20698, +02916, -01464, -05352;
+00453, -01293, +20693, +03402, -01260, -05380;
+00727, -01326, +20850, +03550, -01187, -05417;
+00931, -01284, +21008, +03461, -01401, -05403;
+01154, -01242, +20810, +03616, -01706, -05341;
+01399, -01406, +20632, +04096, -02122, -05309;
+01482, -01271, +20396, +04680, -02532, -05373;
+01707, -01299, +20222, +05357, -02903, -05208;
+01873, -01428, +20294, +05927, -03301, -04953;
+01930, -01269, +20426, +06086, -03478, -04586;
+02164, -01154, +20476, +06041, -03277, -04319;
+02199, -01209, +20643, +06166, -02903, -04170;
+02190, -01463, +20869, +06432, -02722, -04039;
+02265, -01505, +20937, +06677, -02629, -03829;
+02457, -01576, +20705, +07135, -02548, -03576;
+02587, -01741, +20609, +07570, -02628, -03378;
+02589, -01677, +20440, +07606, -02775, -03104;
+02727, -01583, +19976, +07752, -02833, -02704;
+02903, -01708, +19669, +07822, -02701, -02500;
+02990, -01639, +19705, +07954, -02442, -02302;
+03158, -01952, +19794, +07887, -02252, -01955;
+03155, -02078, +19632, +07979, -01883, -01549;
+03044, -01950, +19392, +07926, -01428, -01288;
+02957, -02069, +19349, +07841, -00970, -00838;
+03052, -02212, +19260, +07980, -00485, -00677;
+03077, -02412, +19169, +08170, -00077, -00331;
+03279, -02244, +18792, +08494, +00205, +00082;
+03425, -02345, +18506, +08221, +00253, +00576;
+03467, -02184, +17919, +08078, +00421, +01014;
+03572, -02250, +17476, +07931, +00740, +01455;
+03524, -02470, +17411, +07892, +01155, +01688;
+03375, -02572, +17298, +07812, +01470, +01918;
+03246, -02594, +17165, +07571, +01728, +02213;
+03102, -02733, +16906, +07167, +01987, +02396;
+03004, -03005, +16611, +06794, +02405, +02653;
+02885, -03049, +16232, +06491, +02743, +02987;
+02908, -03380, +16195, +06049, +03015, +03594;
+02773, -03099, +15828, +05849, +03180, +04242;
+02738, -03067, +15639, +05634, +03313, +04690;
+02571, -03106, +15441, +05134, +03547, +05101;
+02565, -03288, +15076, +04683, +03775, +05296;
+02445, -03694, +15017, +04174, +03879, +05348;
+02357, -03870, +14613, +03880, +03963, +05572;
+02390, -04118, +14374, +03553, +04091, +05931;
+02439, -04234, +14300, +03027, +04277, +06162;
+02347, -03970, +14236, +02389, +04411, +06440;
+02237, -04153, +14260, +01770, +04540, +06734;
+02241, -04330, +14213, +01326, +04677, +07162;
+02126, -04259, +14259, +01009, +04584, +07494;
+01907, -04310, +14327, +00294, +04308, +07970;
+01754, -04108, +13958, -00100, +04155, +08334;
+01409, -04059, +13824, -00112, +04168, +08396;
+00982, -04432, +14278, -00245, +04056, +08375;
+00574, -04804, +14518, -00514, +03931, +08325;
+00265, -04917, +14462, -00563, +03932, +08261;
-00041, -05119, +14533, -00674, +03957, +08033;
-00353, -05294, +14756, -01301, +03943, +07886;
-00424, -05374, +14763, -01825, +03907, +07776;
-00611, -05477, +14902, -02095, +03848, +07635;
-00834, -05411, +14832, -02351, +03887, +07575;
-00586, -05224, +14645, -02778, +03924, +07518;
-00688, -05165, +14736, -03626, +03913, +07358;
-00664, -04928, +14426, -04047, +03771, +07267;
-00593, -04878, +14118, -04287, +03437, +07584;
-00410, -04670, +13874, -04452, +03110, +07778;
-00559, -04276, +14027, -04590, +03015, +07597;
-00866, -04208, +14235, -05131, +02967, +07187;
-01268, -04632, +14688, -05573, +02956, +06728;
-01742, -05106, +15071, -05868, +02948, +06269;
-02130, -05435, +15343, -06283, +02957, +05898;
-02303, -05297, +15387, -06646, +02901, +05419;
-02367, -05197, +15466, -06962, +02678, +05053;
-02358, -05129, +15430, -07179, +02415, +04732;
-02298, -04969, +15273, -07397, +02195, +04401;
-02163, -04859, +15285, -07465, +01989, +04091;
-02064, -04763, +15447, -07652, +01777, +03718;
-02181, -04578, +15547, -07863, +01533, +03335;
-02247, -04798, +15742, -08000, +01347, +02790;
-02552, -04778, +16024, -08042, +01276, +02120;
-02748, -04918, +16264, -08065, +01268, +01394;
-02841, -05184, +16504, -08269, +01181, +00763;
-02741, -05060, +16516, -08853, +01045, +00391;
-02588, -04698, +16390, -08775, +01041, +00017;
-02452, -04323, +16441, -08832, +00990, -00297;
-02375, -04188, +16878, -08325, +00719, -00806;
-02352, -03988, +17123, -08558, +00363, -00971;
-02144, -03597, +17152, -08418, +00137, -01452;
-02266, -03778, +17876, -08442, +00746, -01953;
-02552, -03709, +18052, -08154, +00880, -02433;
-02560, -03630, +18534, -08194, +00927, -02872;
-02597, -03350, +19386, -08028, +00902, -03260;
-02408, -03612, +19492, -07555, +00969, -03657;
-02421, -03217, +19531, -06899, +00815, -03964;
-02369, -03208, +19806, -06898, +00493, -04230;
-02308, -02995, +19837, -06738, +00114, -04502;
-02146, -02770, +19619, -06509, -00130, -04870;
-02061, -02955, +19844, -06156, -00226, -05234;
-01934, -02879, +19997, -05460, -00409, -05584;
-01876, -02949, +20549, -05209, -00775, -05929;
-01802, -02791, +20743, -04888, -01070, -06424;
-01720, -02568, +20652, -04680, -01191, -06795;
-01685, -02739, +20396, -04606, -01321, -07137;
-01645, -02534, +20388, -04289, -01404, -07408;
-01470, -02522, +20501, -03778, -01595, -07733;
-01321, -02598, +20677, -03354, -01797, -07942;
-01167, -02470, +20728, -02994, -01875, -08121;
-01066, -02310, +20609, -02607, -01976, -08169;
-00925, -02119, +20558, -02437, -02185, -08243;
-00801, -02034, +20433, -02311, -02372, -08325;
-00537, -01866, +20207, -01946, -02458, -08430;
-00358, -02038, +20244, -01823, -02651, -08515;
-00245, -01975, +20273, -01668, -02714, -08490;
-00029, -01837, +20268, -01309, -02587, -08460;
+00159, -01822, +20476, -01093, -02427, -08332;
+00390, -01644, +20737, -00733, -02455, -08099;
+00661, -01526, +21227, -00337, -02527, -07833;
+01065, -01321, +21361, +00076, -02459, -07578;
+01397, -01173, +21493, +00512, -02358, -07217;
+01715, -01203, +21807, +01059, -02377, -06873;
+02030, -01047, +22032, +01569, -02462, -06528;
+02374, -00841, +22012, +02322, -02669, -06166;
+02818, -00814, +21963, +03049, -02806, -05836;
+03094, -00702, +21786, +03606, -02625, -05367;
+03362, -00619, +21533, +03498, -02199, -04719;
+03584, -00465, +21310, +03145, -01508, -04213;
+03702, -00279, +21344, +03227, -00899, -03773;
+03672, -00375, +21439, +03492, -00668, -03366;
+03566, -00557, +21049, +03693, -00576, -02955;
+03633, -00399, +20399, +03749, -00428, -02492;
+03606, -00369, +19777, +03718, -00205, -02039;
