+02328, -00684, +17267, +00409, +01952, +00440;
+02215, -00561, +16359, +00492, +01659, +00495;
+01568, -00868, +16579, +00527, +01474, +00538;
+01748, -00847, +16512, +00395, +01476, +00551;
+01535, -00824, +16595, +00310, +01487, +00561;
+01242, -00933, +16569, +00342, +01659, +00443;
+00910, -01015, +16625, +00194, +01905, +00052;
+00574, -00943, +16765, +00038, +01936, -00252;
+00391, -01571, +17056, -00112, +01809, -00367;
+00554, -01874, +16809, -00443, +01619, -00017;
+00569, -01591, +16578, -00752, +01408, +00237;
+00547, -01262, +16639, -00910, +01226, +00516;
+00697, -00918, +16618, -00948, +01134, +00684;
+00856, -01033, +16837, -01054, +01047, +00762;
+00784, -01096, +17075, -01291, +00879, +00713;
+00618, -01173, +17170, -01328, +00659, +00558;
+00535, -01322, +17270, -01145, +00585, +00483;
+00548, -01566, +17478, -01287, +00329, +00462;
+00456, -01573, +17643, -01724, +00270, +00335;
+00436, -01414, +17846, -01859, +00255, +00407;
+00289, -01489, +18034, -01534, +00151, +00462;
+00426, -01599, +18323, -00895, +00185, +00529;
+00280, -01334, +18368, -00653, -00009, +00546;
+00358, -01189, +18285, -00713, -00216, +00448;
+01059, -01313, +17819, -00096, +00421, +00336;
+00735, -01531, +18191, +00218, +00423, +00062;
+00719, -01633, +17909, +00204, +00098, -00358;
+00595, -01732, +17643, +00004, +00195, -00577;
+00796, -02042, +17861, -00195, -00293, -00482;
+00758, -02007, +17741, -00448, -00501, -00298;
+01109, -01572, +18077, -00749, -00446, -00177;
+01003, -01445, +18282, -01223, -00190, +00073;
+00668, -01280, +18276, -01497, -00038, +00225;
+00327, -01315, +18456, -01374, +00093, +00250;
+00202, -01492, +18562, -01186, +00050, +00292;
-00113, -01662, +18610, -00893, -00187, +00178;
-00469, -01668, +18562, -00692, -00217, -00034;
-00604, -01656, +18585, -00634, -00167, -00247;
-00755, -02226, +18683, -00791, -00069, -00607;
-01020, -02198, +18971, -00814, +00128, -00934;
-00936, -02512, +19171, -00865, +00234, -01340;
-01032, -02529, +19298, -00821, -00054, -01686;
-00810, -02500, +19298, -00459, -00430, -01803;
-00601, -02337, +18984, -00423, -00644, -01744;
-00943, -02300, +19133, -00117, -00738, -01862;
-00732, -02157, +19275, -00067, -00897, -01793;
-00532, -01782, +19415, +00221, -00849, -01710;
-00614, -02022, +19463, +00317, -00792, -01584;
-00826, -02088, +19839, +00064, -00621, -01598;
-00962, -01924, +19781, -00125, -00432, -01824;
-00931, -02382, +19957, +00122, -00237, -01994;
-00828, -02376, +20112, +00480, -00459, -02187;
-00750, -02393, +20172, +00696, -00811, -02330;
-00620, -02540, +19995, +00646, -01200, -02280;
-00574, -02395, +19860, +00691, -01455, -02156;
-00575, -02489, +20051, +00845, -01565, -02009;
-00504, -02447, +20454, +01142, -01635, -01860;
-00449, -02486, +20772, +01339, -01796, -01712;
-00469, -02464, +20814, +01554, -02027, -01688;
-00444, -02594, +20739, +01932, -02252, -01679;
-00331, -02652, +20684, +02073, -02480, -01534;
-00296, -02745, +20689, +02196, -02643, -01645;
-00332, -02522, +20581, +02305, -02563, -01648;
-00141, -03062, +20640, +02353, -02438, -01602;
-00209, -02884, +20821, +02399, -02355, -01409;
+00051, -02850, +20772, +02423, -02377, -01209;
+00185, -02556, +20651, +02543, -02420, -01004;
+00275, -02479, +20395, +02748, -02447, -00955;
+00350, -02504, +20421, +02821, -02559, -00911;
+00334, -02476, +20282, +03363, -02711, -00953;
+00296, -02663, +20211, +03748, -02988, -01001;
+00378, -02553, +19929, +03727, -03217, -00990;
+00431, -02475, +19438, +03765, -03509, -00967;
+00418, -02661, +19315, +03902, -03589, -01038;
+00450, -02568, +19030, +04393, -03664, -00909;
+00590, -02738, +19270, +04888, -03908, -00822;
+00551, -02706, +19412, +05260, -04123, -00721;
+00656, -02531, +19115, +05488, -04258, -00715;
+00642, -02783, +19114, +05688, -04005, -00582;
+00702, -03030, +19037, +05663, -03571, -00545;
+00484, -02830, +19072, +05656, -03240, -00449;
+00605, -03033, +19033, +05452, -02882, -00347;
+00635, -03035, +18781, +05158, -02520, +00036;
+00596, -02894, +18554, +04684, -02260, +00482;
+00707, -02962, +18347, +04321, -02117, +00805;
+00630, -02819, +18139, +04203, -01952, +00877;
+00673, -03009, +18014, +04691, -01879, +01025;
+00651, -03416, +18156, +05117, -02085, +01039;
+00433, -03558, +18116, +05136, -02542, +01323;
+00475, -03599, +17729, +05291, -02698, +01012;
+00410, -04124, +17628, +05746, -02509, +00914;
+00404, -03856, +17499, +05641, -02028, +01029;
+00154, -03946, +17625, +05622, -01640, +01306;
+00289, -04154, +17968, +05345, -01311, +01448;
+00191, -03774, +17718, +05210, -01074, +02037;
+00449, -04114, +17519, +05186, -00899, +02304;
-00141, -03512, +17359, +05117, -00872, +02619;
+00136, -03920, +17016, +04793, -00669, +02679;
+00011, -03811, +16945, +05078, -00346, +02655;
-00059, -04440, +17310, +05225, -00132, +02950;
-00094, -04384, +17247, +05334, +00036, +03015;
-00236, -03987, +16902, +05161, +00494, +02953;
-00212, -04121, +16621, +04733, +01040, +02672;
-00361, -04376, +16679, +04446, +01705, +02962;
-00343, -04567, +16852, +04306, +02182, +03063;
-00672, -04474, +16737, +04215, +02566, +03154;
-00497, -04386, +16453, +04220, +02786, +03424;
-00385, -04269, +16213, +04163, +02920, +03570;
-00285, -04239, +15846, +04051, +03122, +03818;
-00087, -04187, +15363, +04008, +03362, +04124;
-00026, -04376, +15206, +03634, +03677, +04463;
-00012, -04236, +14974, +03574, +04283, +04397;
-00019, -04300, +14989, +03183, +04696, +04436;
-00156, -04868, +14984, +02757, +04943, +04546;
-00352, -04871, +14734, +02106, +05089, +04593;
-00385, -04850, +14384, +01558, +05454, +04720;
-00354, -04816, +14080, +01247, +05773, +04771;
-00479, -05030, +14330, +00782, +05913, +04901;
-00539, -04895, +14117, +00574, +06012, +04855;
-00628, -04935, +14025, +00276, +05949, +04964;
-00763, -04952, +13925, +00073, +05977, +05086;
-00894, -04863, +13861, -00068, +06215, +05099;
-00995, -04866, +14072, -00472, +06512, +05267;
-01058, -04973, +14305, -00953, +06773, +05357;
-01100, -04803, +14290, -01262, +06819, +05368;
-01256, -04706, +14248, -01680, +06770, +05249;
-01516, -04912, +14111, -02026, +06954, +04916;
-01665, -04946, +14015, -02440, +07013, +04549;
-01853, -05222, +14266, -02819, +06912, +04306;
-01882, -05357, +14230, -02968, +06796, +04154;
-01775, -05230, +14251, -03342, +06769, +04029;
-01594, -05106, +14276, -03846, +06727, +03987;
-01380, -04949, +14276, -04161, +06660, +03924;
-01236, -04823, +14334, -04572, +06435, +03780;
-01094, -04793, +14454, -04764, +06000, +03641;
-00978, -04754, +14465, -04990, +05602, +03459;
-00874, -04648, +14370, -05339, +05326, +03455;
-00733, -04428, +14377, -05699, +05168, +03558;
-00696, -04231, +14563, -05834, +05147, +03538;
-00837, -04062, +15056, -05963, +05129, +03323;
-01117, -04258, +15746, -06334, +05212, +03067;
-01211, -04491, +15990, -06779, +05115, +02904;
-01362, -04570, +16132, -06939, +04876, +02715;
-01270, -04570, +16146, -07112, +04374, +02643;
-01045, -04496, +16063, -07249, +03842, +02632;
-00880, -04404, +15867, -07202, +03415, +02561;
-00861, -04413, +16018, -07217, +02966, +02328;
-00977, -04444, +16302, -07232, +02425, +01968;
-01147, -04622, +16396, -07304, +01874, +01659;
-01353, -04830, +16452, -07211, +01469, +01393;
-01460, -04654, +16479, -07151, +01273, +01217;
-01525, -04560, +16881, -07221, +01210, +00909;
-01501, -04427, +17416, -07509, +01409, +00665;
-01622, -04427, +17794, -07491, +01312, +00292;
-01567, -04414, +17838, -07294, +01072, -00057;
-01745, -03977, +18031, -08060, +00611, -00104;
-01392, -03959, +17721, -07298, +00155, -00267;
-01326, -03500, +17903, -07574, -00256, +00113;
-01075, -02813, +17817, -07366, -00409, +00086;
-01228, -02520, +18807, -07052, -00586, -00171;
-01455, -02568, +19506, -06643, -00899, -00584;
-01664, -02800, +19857, -06572, -01239, -01047;
-01858, -02927, +19891, -06511, -01211, -01553;
-01918, -03028, +19856, -06444, -01001, -01819;
-01869, -03126, +20010, -06438, -00851, -01901;
-01803, -02700, +20247, -06225, -00912, -01939;
-01668, -02527, +20419, -06041, -01016, -02188;
-01633, -02333, +20383, -05863, -01164, -02433;
-01644, -02373, +20278, -05657, -01436, -02763;
-01802, -02442, +20299, -05448, -01591, -03175;
-01838, -02429, +20204, -05182, -01536, -03448;
-01843, -02444, +20279, -04657, -01518, -03751;
-01711, -02299, +20651, -05048, -01512, -03948;
-01679, -02041, +20642, -04512, -01485, -04279;
-01717, -02361, +20750, -04446, -01526, -04447;
-01445, -01840, +20407, -04151, -01479, -04700;
-01354, -02028, +20554, -03990, -01562, -04873;
-01224, -01822, +20305, -03964, -01671, -05050;
-01060, -01562, +20016, -03799, -01679, -05283;
-00872, -01500, +19797, -03678, -01713, -05497;
-00744, -01454, +19756, -03366, -01777, -05548;
-00479, -01303, +19791, -03078, -01895, -05618;
-00399, -01181, +19851, -03017, -01986, -05714;
-00213, -00940, +19717, -02804, -01903, -05807;
-00114, -00860, +19676, -02571, -01831, -05920;
-00034, -00901, +19800, -02532, -01911, -05961;
+00134, -00816, +19805, -02257, -02000, -05931;
+00256, -00581, +19704, -02065, -01988, -05729;
+00499, -00504, +19714, -01928, -01784, -05734;
+00648, -00380, +19858, -02059, -01646, -05665;
+00661, -00283, +19831, -01768, -01671, -05576;
+00704, -00458, +19797, -01528, -01817, -05497;
