-00266, -04250, +17377, +00020, +00491, -00724
-00328, -03660, +16971, +00027, +00381, -00948
+00257, -04306, +18008, +00634, +00303, -01096
+00146, -04649, +18338, +00564, +00428, -01280
+00100, -03839, +17254, +00628, +01195, -01830
+00296, -03071, +16345, +00722, +01773, -02020
+00971, -02918, +16526, +00598, +01534, -01469
+01510, -03076, +16835, +00366, +00635, -01067
+02061, -03217, +17006, +00782, +00226, -01014
+02245, -02978, +17027, +01484, +00022, -01291
+02219, -02708, +16945, +02149, -00117, -01385
+02340, -02518, +17023, +02832, -00239, -01221
+02317, -02294, +17062, +03302, -00132, -01090
+02400, -01917, +16991, +03767, +00128, -00797
+01471, -01388, +18807, +04068, +00405, -00352
+01526, -00377, +18140, +01677, +00492, +01298
+02252, -00217, +15318, +00103, +00873, +03161
+02987, -01691, +13605, +01198, +01364, +03659
+02514, -00500, +14001, +01709, +00831, +04045
+02851, -00630, +13194, +01489, +00563, +04691
+03654, -00221, +12532, +02240, -00318, +05211
+04694, +00196, +13078, +04514, -01873, +05496
+04356, -00301, +15794, +07088, -04073, +05430
+02481, +00082, +16246, +06260, -04650, +06054
+02155, -03701, +17455, -00237, -00546, -00403
+02709, -04200, +17137, -00483, -00508, -00100
+02325, -03482, +17210, -00783, -00465, +00115
+02161, -03135, +17317, -00720, -00291, +00203
+02612, -03144, +17522, -00539, -00123, +00363
+02813, -03327, +17502, -00228, -00031, +00623
+02954, -03146, +17647, -00455, +00157, +00963
+03266, -02705, +17575, -00645, +00354, +01258
+03307, -02927, +17686, -00593, +00513, +01385
+03739, -03083, +17810, -00590, +00646, +01512
+04111, -02956, +17848, -00958, +00749, +01850
+04421, -02944, +17750, -01295, +00744, +02257
+04441, -02725, +17748, -01371, +00782, +02698
+04652, -02527, +17628, -01336, +00767, +02930
+04841, -02301, +17569, -01125, +00908, +03026
+05286, -02677, +17638, -01217, +00892, +03576
+05401, -02466, +17555, -01297, +00900, +04298
+05483, -02173, +17612, -01306, +01036, +04836
+05624, -02088, +17868, -01375, +01206, +05416
+05635, -02072, +17864, -01106, +01514, +05803
+05491, -02186, +18245, -00759, +01640, +06073
+05328, -02347, +18217, -00426, +01549, +06269
+05233, -02413, +17944, -00269, +01138, +06493
+05149, -02447, +17574, -00227, +00732, +06876
