-00517, -01921, +17886, +02952, -03178, -05796;
-00201, -01780, +17815, +03824, -03208, -07428;
+00568, -01463, +18356, +04267, -02936, -08858;
+01280, -00628, +18132, +04094, -02840, -09664;
+02032, -00608, +18255, +04158, -02682, -10217;
+02372, -00404, +17963, +03478, -02640, -09844;
+02829, -00435, +17920, +03113, -02745, -09481;
+02571, -00106, +17962, +02247, -03102, -09094;
+02361, -00112, +18236, +01413, -03146, -08435;
+01768, -00337, +18460, +00691, -03316, -07882;
+01484, -00909, +18706, +00432, -03238, -07708;
+02070, -01279, +18398, +00800, -02768, -07998;
+02189, -01236, +17691, +01074, -02602, -08203;
+02722, -00965, +17672, +02164, -02468, -09058;
+03154, -00810, +17727, +02935, -02566, -09307;
+03448, -00797, +18054, +03453, -02713, -09163;
+03693, -00789, +18009, +03635, -02898, -09062;
+03842, -00793, +17764, +04255, -02729, -08514;
+04291, -00684, +17452, +04364, -02532, -08306;
+04203, -00945, +17339, +04514, -02296, -08183;
+03839, -01276, +17676, +04039, -02119, -07976;
+04071, -01351, +17935, +02756, -01841, -07694;
+04254, -00991, +17903, +02016, -01505, -07564;
+04527, -00788, +17835, +01661, -01109, -07322;
+04816, -00591, +17845, +01561, -00687, -06901;
+04851, -00527, +17724, +01477, -00513, -06380;
+05279, -00396, +17102, +01273, -00123, -05524;
+05457, -00568, +16815, +01694, -00012, -04896;
+05369, -00989, +16755, +01966, -00152, -04484;
+05743, -00916, +16480, +01563, -00021, -03928;
+05776, -00890, +16704, +01144, +00252, -03266;
+06151, -00968, +16508, +00448, +00811, -02295;
+06613, -00876, +15997, -00449, +01357, -01259;
+07107, -00891, +15600, -01222, +01848, -00296;
+07457, -00796, +15476, -01762, +02242, +00611;
+07622, -00942, +15458, -02488, +02679, +01576;
+07741, -01291, +15269, -03333, +03004, +02414;
+07682, -01134, +15268, -04029, +03010, +03125;
+07523, -01328, +15531, -04680, +02944, +03786;
+07331, -01757, +15923, -05733, +02766, +04384;
+07113, -01427, +16060, -06991, +02710, +04998;
+06852, -01726, +16183, -06556, +02571, +05185;
+06633, -01848, +16278, -05654, +02250, +05090;
+06272, -01785, +16596, -04973, +01814, +05063;
+06066, -01531, +16942, -04906, +01567, +05317;
+05845, -01145, +17232, -04855, +01683, +05671;
+06038, -00430, +16700, -05101, +02257, +06313;
+06550, -00287, +16228, -05232, +02777, +07144;
+06892, +00111, +16417, -05538, +03076, +07853;
+06682, +00730, +17015, -06246, +03288, +08777;
+06852, +00621, +17524, -06930, +03344, +09558;
+06629, +01168, +18362, -07426, +02947, +10676;
+05909, +01213, +19133, -07604, +02381, +11619;
+05200, +00955, +19450, -07016, +02093, +12354;
+04702, +00668, +19453, -05994, +02020, +12481;
+04555, +00617, +19149, -05009, +01935, +12226;
+04173, +00756, +18829, -04181, +01583, +12090;
+02581, +00883, +19157, -03479, +01109, +11986;
+03914, +00485, +18803, -03929, +01498, +13265;
+02405, +00427, +19047, -03185, +00038, +12426;
+01464, +00232, +19408, -03178, -00736, +13019;
+00592, -00474, +20052, -02767, -00843, +13405;
-00331, -00483, +20849, -02287, -00280, +13294;
-00084, -00697, +21027, -02518, +00738, +13133;
-00242, -00116, +21532, -02707, +01530, +12429;
-00034, +00329, +21648, -02928, +02272, +11687;
+00523, +01142, +21844, -02710, +02690, +10752;
+01438, +02012, +21566, -02135, +02549, +10243;
+01816, +02305, +21662, -00784, +01543, +10145;
+01911, +02485, +21931, +00098, +00244, +10650;
+00938, +02106, +22489, +00880, -01332, +11221;
+00022, +01361, +23360, +01681, -01906, +11772;
-01078, +00570, +24120, +02524, -01709, +11598;
-02013, -00064, +24249, +03010, -01046, +10978;
-02188, -00319, +24360, +03382, +00069, +10152;
-02509, -00222, +24291, +03687, +00566, +09148;
-02500, -00144, +23870, +04130, +00496, +08797;
-02796, -00323, +23981, +05145, -00130, +08281;
-03664, -00300, +24118, +06443, -01083, +08037;
-04580, -01021, +24688, +07804, -02088, +07926;
-05611, -01620, +25170, +08851, -02707, +07385;
-06590, -02066, +25338, +09807, -02875, +06809;
-07369, -02748, +25032, +10601, -02750, +06258;
-07999, -03207, +24154, +11337, -02695, +05326;
-08605, -03575, +23260, +12102, -02919, +04235;
-08688, -04093, +22194, +13038, -03305, +02848;
-08695, -04218, +20704, +14131, -03858, +01354;
-08401, -04727, +19486, +14852, -04564, +00006;
-08389, -05305, +18692, +14923, -05233, -01333;
-07968, -05500, +17894, +14520, -05056, -02937;
-07385, -05634, +17402, +13775, -04553, -04567;
-06630, -05368, +17348, +12326, -03733, -06112;
-05786, -04612, +17136, +10541, -02695, -07213;
-04781, -03829, +16781, +09420, -02160, -07761;
-04009, -03495, +16852, +08935, -02067, -07942;
-03438, -03255, +16742, +08932, -02253, -08099;
-02898, -03043, +16308, +09307, -02603, -08364;
-02695, -02981, +15804, +09469, -03340, -08596;
-02712, -03430, +16108, +09069, -04086, -08830;
-02976, -03965, +16435, +08494, -04579, -09304;
-02790, -04034, +16091, +08484, -04607, -10023;
-02392, -04266, +15695, +09173, -05087, -11079;
-02258, -04238, +15555, +09392, -05510, -11842;
-01964, -04269, +15471, +09458, -05706, -12615;
-01526, -03873, +15143, +09291, -05549, -13212;
-00789, -03554, +14668, +08923, -05104, -13530;
+00009, -03361, +14345, +08274, -04820, -13688;
+00725, -03197, +13925, +07679, -04739, -13578;
+01241, -02942, +13170, +07408, -04885, -13395;
+01727, -03111, +12466, +07112, -05249, -13057;
+01989, -03376, +12310, +06290, -05562, -12805;
+01927, -03683, +11884, +05520, -05711, -12690;
+01876, -04316, +11425, +04838, -05618, -12818;
+02001, -04645, +11345, +03772, -05413, -13329;
+02623, -04332, +11412, +02790, -05149, -13911;
+03304, -03925, +11309, +01988, -04964, -14038;
+03946, -03694, +10830, +01627, -04912, -13773;
+04129, -03799, +10510, +01458, -05072, -13265;
+04298, -04180, +10285, +00782, -05063, -12584;
+04458, -04368, +09668, -00013, -05065, -11961;
+04670, -04795, +08983, -00600, -05300, -11484;
+04862, -05467, +08806, -01484, -05748, -11210;
+04827, -05737, +08949, -02656, -05973, -11219;
+05054, -05493, +09176, -03834, -05731, -11264;
+05588, -05336, +09531, -05244, -04976, -11320;
+06432, -04768, +09795, -06856, -03935, -11260;
+07442, -04028, +09961, -08223, -02949, -10768;
+08437, -03483, +09844, -09201, -02352, -09872;
+09075, -02900, +09876, -09896, -02305, -08821;
+09458, -02199, +10688, -10775, -02409, -07850;
