-04346, -03719, +22900, -02068, +02953, -00444
-03521, -03589, +21919, -01846, +03026, -00857
-03146, -03416, +20883, -01373, +03059, -01352
-02373, -02653, +20211, -00948, +03149, -01575
-01421, -02086, +19523, -00461, +03129, -01359
-00920, -01631, +18987, +00035, +02888, -00924
-00791, -00771, +18391, +00664, +02429, -00382
-00506, -00198, +17906, +01027, +02060, +00055
-00046, +00053, +17486, +00824, +01614, +00411
+00320, +00243, +17159, +00410, +01123, +00840
+00591, +00195, +17144, +00446, +00948, +01533
+00579, +00128, +17209, +00189, +00356, +01896
+00001, +00513, +16833, +00230, +00523, +01909
+00272, +00752, +16979, +00700, +00666, +01736
+00544, -00154, +16879, +01270, +00859, +01712
+00739, -00085, +16395, +00070, +00884, +03697
+00658, +00058, +15855, -00877, +01259, +04201
-01173, +00400, +16733, -00781, +01297, +04490
-00079, +01125, +17170, -01043, +00857, +04220
+00841, +00621, +15948, -01938, +00304, +03610
+01447, +00216, +15426, -02460, -00041, +03700
+02186, -00185, +15287, -02545, -00548, +04532
+01876, +00945, +15034, -02669, -00707, +05414
+01769, +02202, +14601, -04080, -01953, +05677
+00711, -04284, +12409, +01144, -01189, -01980
+00737, -04852, +12885, +00901, -01249, -02286
+00584, -05079, +13182, -00087, -00773, -02808
+00680, -04605, +12848, -01486, -00853, -02955
+00807, -04572, +12751, -01707, -01146, -03337
+00993, -04175, +12809, -02110, -01641, -03249
+01385, -03794, +12302, -02182, -02114, -03163
+01191, -03724, +12515, -02263, -02291, -03107
+01073, -03484, +12627, -02545, -02376, -03138
+00626, -03751, +12965, -03129, -02108, -03559
+00423, -04207, +13447, -03785, -01783, -04074
+00213, -04576, +14034, -04287, -01663, -04717
+00167, -05118, +14357, -04828, -01613, -05051
+00668, -05354, +14421, -05475, -01628, -05095
+01021, -05407, +14718, -05650, -01679, -05296
+01199, -05468, +15166, -05834, -01891, -05530
+01548, -05626, +15107, -06052, -02179, -05648
+01878, -05857, +15348, -06101, -02277, -05877
+02087, -06031, +15823, -06214, -02210, -06257
+02487, -06258, +16448, -06402, -02230, -06410
+02881, -06510, +17038, -06434, -02010, -06464
+03268, -06413, +17631, -06443, -01684, -06622
+03686, -06300, +18140, -06763, -01464, -06737
+04202, -06402, +18446, -06772, -01383, -06852
+04590, -06567, +18997, -06412, -01489, -06956
+05176, -06636, +19486, -05825, -01821, -06705
+05767, -06522, +19673, -05271, -01906, -06373
+06216, -06127, +20088, -04698, -01645, -05914
+06589, -05926, +20735, -03835, -01242, -05343
+06753, -05831, +21464, -03439, -00871, -04691
+06901, -05507, +21858, -03257, -00510, -04116
+07178, -05571, +22249, -03304, +00022, -03859
+07016, -05982, +22303, -03438, +00388, -03530
+06713, -06077, +22180, -03048, +00484, -03338
+06591, -06187, +22213, -02518, +00381, -03290
+06636, -05975, +21915, -01595, +00317, -03290
+06642, -06143, +21728, -00695, +00024, -03175
+06661, -05873, +21316, +00036, -00317, -02755
+06864, -05484, +20689, +00613, -00617, -02049
+06944, -04988, +20203, +00900, -00468, -01413
+06941, -04417, +19947, +00974, -00027, -00801
+06921, -04209, +19868, +00896, +00470, -00295
+06772, -04084, +19720, +00848, +00850, +00060
+06565, -04037, +19440, +00761, +01031, +00315
+06333, -04107, +18796, +00511, +00881, +00478
+06131, -03964, +17946, +00462, +00668, +00422
+06078, -04019, +17392, +00431, +00487, +00412
+06087, -04002, +16826, +00559, +00315, +00469
